epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,35.0977,0.82037,0.91988,1.02603,0,0,0,0,0,135.625,0,0.000351639,0.000351639,0.000351639
73,35.5789,0.68797,0.79511,0.99015,0,0,0,0,0,135.625,0,0.000344709,0.000344709,0.000344709
74,36.0699,0.85009,0.9245,1.0287,0,0,0,0,0,135.625,0,0.000337449,0.000337449,0.000337449
75,36.5314,0.85353,0.9702,0.99785,0,0,0,0,0,135.625,0,0.000329859,0.000329859,0.000329859
76,36.99,0.89835,0.93924,1.0488,0,0,0,0,0,135.625,0,0.000321939,0.000321939,0.000321939
77,37.4745,1.04757,1.07683,1.12281,0,0,0,0,0,166.75,0,0.000313689,0.000313689,0.000313689
78,38.2661,1.02484,1.14535,1.1416,0,0,0,0,0,166.75,0,0.000305109,0.000305109,0.000305109
79,39.0221,0.85413,0.9999,1.00488,0,0,0,0,0,166.75,0,0.000296199,0.000296199,0.000296199
80,39.5115,0.84169,0.89404,1.00219,0,0,0,0,0,166.75,0,0.000286959,0.000286959,0.000286959
81,40.0029,0.90388,0.83402,1.05263,0,0,0,0,0,166.75,0,0.000277389,0.000277389,0.000277389
82,40.4778,0.79721,0.83606,0.99285,0,0,0,0,0,166.75,0,0.000267488,0.000267488,0.000267488
83,40.9476,0.80648,0.84698,1.01514,0,0,0,0,0,166.75,0,0.000257258,0.000257258,0.000257258
84,41.7155,0.80974,0.90974,1.00608,0,0,0,0,0,203.625,0,0.000246698,0.000246698,0.000246698
85,42.4124,0.87049,0.97403,1.04605,0,0,0,0,0,203.625,0,0.000235807,0.000235807,0.000235807
86,43.1928,1.01785,1.01794,1.14532,0,0,0,0,0,203.625,0,0.000224587,0.000224587,0.000224587
87,44.0092,0.68356,0.80207,0.96845,0,0,0,0,0,203.625,0,0.000213036,0.000213036,0.000213036
88,44.6991,0.82528,0.8995,1.03619,0,0,0,0,0,203.625,0,0.000201155,0.000201155,0.000201155
89,45.3384,0.74837,0.91033,1.02551,0,0,0,0,0,203.625,0,0.000188944,0.000188944,0.000188944
90,45.8864,0.79975,0.80636,1.00013,0,0,0,0,0,203.625,0,0.000176404,0.000176404,0.000176404
91,46.4462,0.7998,0.88927,1.03667,0,0,0,0,0,224.875,0,0.000163533,0.000163533,0.000163533
92,47.1732,0.69668,0.7465,0.9513,0,0,0,0,0,224.875,0,0.000150332,0.000150332,0.000150332
93,47.8539,0.80044,0.78989,0.95817,0,0,0,0,0,224.875,0,0.000136801,0.000136801,0.000136801
94,48.4653,0.72155,0.73953,0.95805,0,0,0,0,0,224.875,0,0.00012294,0.00012294,0.00012294
95,49.1694,0.73044,0.77583,0.97915,0,0,0,0,0,224.875,0,0.000108748,0.000108748,0.000108748
96,49.9088,0.72485,0.74947,0.95689,0,0,0,0,0,224.875,0,9.42272e-05,9.42272e-05,9.42272e-05
97,50.6085,0.74167,0.88701,0.95757,0,0,0,0,0,224.875,0,7.93759e-05,7.93759e-05,7.93759e-05
98,51.2238,0.71064,0.77212,0.98459,0,0,0,0,0,224.875,0,6.41945e-05,6.41945e-05,6.41945e-05
99,51.8924,0.92894,1.10642,1.04647,0,0,0,0,0,222.5,0,4.86831e-05,4.86831e-05,4.86831e-05
100,52.5004,0.71784,0.7399,0.98057,0,0,0,0,0,222.5,0,3.28416e-05,3.28416e-05,3.28416e-05
